"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TP53BP2",9.1854489897209e-282,0.668269433579835,0.456,0.27,1.61076033483746e-277
"RNF7",1.11640798109744e-281,0.410310999341208,0.518,0.321,1.95773303565247e-277
"VDAC1",1.1470469668134e-281,0.476410383350643,0.631,0.435,2.01146156100398e-277
"PALM2AKAP2",2.4083316013215e-281,0.495434037376514,0.323,0.153,4.22325029607739e-277
"YWHAE",4.31535891267067e-281,0.445861323425555,0.738,0.572,7.56741338925928e-277
"SRGAP2",8.59873238102828e-281,1.1432877503527,0.539,0.371,1.50787371033712e-276
"CPEB4",1.28215024583153e-280,1.57099957531983,0.556,0.382,2.24837867109018e-276
"SREBF2",1.8655671206685e-280,0.428830842418801,0.478,0.281,3.27145850280427e-276
"RSL24D1",2.23537678967096e-280,0.466665880749362,0.579,0.386,3.91995673836699e-276
"CIAO2B",7.01738131697772e-280,0.418322805184359,0.548,0.352,1.23056798774521e-275
"IFNLR1",9.6995148476576e-280,0.307280508588514,0.121,0.025,1.70090692368524e-275
"COPB2",3.18081073525058e-279,0.464056950884728,0.556,0.364,5.57786970533542e-275
"ATP6V0D1",7.87092297811566e-279,0.433149935688703,0.552,0.364,1.38024505344236e-274
"GIMAP4",8.02690161197088e-279,0.519193236118885,0.366,0.189,1.40759746667521e-274
"TPM4",2.08567225463521e-277,0.588385460923659,0.725,0.559,3.6574348657283e-273
"KIAA0930",3.11866447590693e-277,0.500403383634683,0.39,0.212,5.46889002495039e-273
"CSDE1",4.02997670065229e-277,0.386344000730044,0.746,0.573,7.06696714226385e-273
"CIB1",4.19006642308695e-277,0.458681146130147,0.608,0.413,7.34770047952528e-273
"SLC31A2",4.25963716455635e-277,0.393622866818283,0.271,0.117,7.46969973176602e-273
"CCDC112",5.54541290944817e-277,0.282338460781638,0.203,0.07,9.72443607800831e-273
"RAP1GAP2",5.8686856153681e-277,0.556182827267012,0.415,0.229,1.02913270951095e-272
"TMED2",1.10958530815827e-276,0.570691258734362,0.559,0.383,1.94576879638634e-272
"EIF4EBP1",1.78331062071061e-276,0.293201514219842,0.258,0.106,3.12721350447813e-272
"ALG5",5.42373525346173e-276,0.647644416905675,0.423,0.245,9.51106214047049e-272
"FLNA",5.70086067613654e-276,0.834368558639802,0.598,0.448,9.99702928167304e-272
"PSENEN",6.80392276560269e-276,0.391469328140568,0.379,0.203,1.19313589617609e-271
"SCPEP1",7.7122175048261e-276,0.369434033253668,0.328,0.156,1.3524144616463e-271
"CYC1",1.63407971949703e-275,0.37323167531101,0.375,0.197,2.86552219610998e-271
"PPP1CA",2.18844884848402e-275,0.425568159036998,0.622,0.429,3.83766390070158e-271
"KLF7",5.69601743858628e-275,0.72491374830079,0.461,0.283,9.98853618030489e-271
"SCFD1",5.89012201379367e-275,0.570423205013232,0.657,0.467,1.03289179633886e-270
"C1orf141",6.27093803037079e-275,-0.509448643366176,0.048,0.212,1.09967169300582e-270
"CD69",7.37027553463656e-275,-0.597187195964907,0.358,0.605,1.29245151775387e-270
"GPR68",1.35869278570558e-274,-0.496616290590088,0.131,0.324,2.38260366901331e-270
"CCDC167",7.78515999262637e-274,0.410646265808555,0.303,0.142,1.36520565630696e-269
"MICOS13",1.62066150827162e-273,0.407960967467908,0.467,0.279,2.84199202090511e-269
"TMED5",2.13927405708605e-273,0.413104881089041,0.542,0.344,3.7514309865061e-269
"CUTA",2.85003454855872e-273,0.782718219762005,0.526,0.352,4.99782058435258e-269
"SRM",3.72195677758236e-273,0.474903522464609,0.357,0.188,6.52682340516843e-269
"ATP5PB",4.61940189288429e-273,0.430153228292932,0.609,0.414,8.1005831593619e-269
"PPP1R14B",7.60188062831247e-273,0.768010020960567,0.463,0.279,1.33306578698087e-268
"VPS29",1.54731575050239e-272,0.432786033318902,0.63,0.438,2.713372900081e-268
"CLEC12A",2.33797621813127e-272,0.643855014810706,0.328,0.162,4.099875096115e-268
"TCF4",4.2082292384898e-272,1.11136895127031,0.481,0.31,7.37955079261571e-268
"CHID1",1.15706100703039e-271,0.422149434640527,0.283,0.13,2.02902218192849e-267
"KRT10",3.09384683767297e-271,0.639413198001209,0.514,0.339,5.42536981454332e-267
"NME4",4.49344433160029e-271,0.332364644951656,0.224,0.086,7.87970397989427e-267
"PTPRJ",2.81917743053558e-270,0.904186394963262,0.707,0.559,4.9437095421872e-266
"PRDX5",4.92587273097063e-270,0.64465420123884,0.615,0.456,8.6380104210301e-266
"RAPGEF1",1.15401405959748e-269,0.579714238502864,0.782,0.642,2.02367905491013e-265
"PRMT2",2.3530922032041e-269,0.611534878123519,0.723,0.557,4.12638248753871e-265
"MRPS15",2.82527695948933e-269,0.368756862534917,0.379,0.202,4.95440567616049e-265
"ATP6V0E1",4.02952779328762e-269,0.460464622500029,0.787,0.639,7.06617993830918e-265
"SNRPD2",4.76733477227188e-269,0.424557502242925,0.677,0.479,8.35999825665597e-265
"EPN2",8.6346560891417e-269,0.268998547514061,0.125,0.028,1.51417329179189e-264
"SRA1",9.63777398595974e-269,0.386001881609917,0.463,0.276,1.6900800461779e-264
"TRAPPC2L",1.82554948461007e-268,0.366833450398442,0.348,0.178,3.20128357621221e-264
"CFAP298",3.54108039081589e-268,0.341000666388169,0.3,0.14,6.20963857333475e-264
"TATDN3",3.60579528519184e-268,0.37405876383064,0.303,0.14,6.3231226121124e-264
"PSD3",4.5779426258103e-268,0.625992422501227,0.155,0.044,8.02788018862094e-264
"TGFBI",5.56418889501453e-268,0.446621789534776,0.249,0.102,9.75736164629747e-264
"CLTA",1.34238374629525e-267,0.457247898480517,0.662,0.482,2.35400413750335e-263
"ATP5F1A",1.91417040868024e-267,0.54521460797751,0.609,0.437,3.35668922866167e-263
"NDUFAF3",3.38964321621318e-267,0.423445760686477,0.464,0.28,5.94407834395143e-263
"YWHAZ",4.93182441202012e-267,0.442578634248856,0.875,0.773,8.64844728891848e-263
"TCF7L2",5.31445010618762e-267,1.24589737951619,0.341,0.182,9.31941970621061e-263
"NME1",5.46352189516859e-267,0.430042476733957,0.321,0.159,9.58083199536764e-263
"UGGT2",1.17702123515108e-266,0.318270893380791,0.266,0.111,2.06402443796093e-262
"CD109",1.182441162223e-266,0.54200140296907,0.146,0.04,2.07352882207426e-262
"SPI1",1.39813953483225e-266,0.839874860667218,0.512,0.346,2.45177748828183e-262
"SKAP1",1.71751393304898e-266,-0.971073728412138,0.416,0.654,3.0118324329947e-262
"HSPE1",4.10521902595031e-266,0.790201486587901,0.597,0.422,7.19891208390647e-262
"IMPDH1",5.95909398709357e-266,0.332075704966765,0.289,0.132,1.04498672157673e-261
"NDUFB9",1.30315703489775e-265,0.388311111634117,0.515,0.323,2.28521617639669e-261
"LRP1",1.40102547677578e-265,0.355340009597689,0.263,0.111,2.456838276074e-261
"FBXW5",3.8580652168629e-265,0.344593219668279,0.411,0.228,6.76550316429078e-261
"AKIRIN2",7.65840431935525e-265,0.511000281873261,0.564,0.387,1.34297778144214e-260
"AZI2",8.07684550961928e-265,0.409425704665402,0.414,0.232,1.41635562856684e-260
"IMP4",1.01843227348197e-264,0.391331590811388,0.317,0.156,1.78592283477798e-260
"TIMM10",1.61211245943301e-264,0.338590390645716,0.315,0.15,2.82700040886173e-260
"KLF9",1.70977469129763e-264,0.396451213706595,0.325,0.159,2.99826089865952e-260
"DPYSL2",5.94067763793015e-264,0.485263533777413,0.414,0.235,1.04175723058743e-259
"ENO1",8.28360359716525e-264,0.634887364436873,0.784,0.662,1.4526127267989e-259
"VAPA",9.99411497440084e-264,0.398994320290039,0.72,0.536,1.75256800191093e-259
"RER1",1.35017108463516e-263,0.45263769959807,0.564,0.383,2.36766001401621e-259
"IRF7",2.27722928397071e-263,0.618014487521679,0.372,0.202,3.99334927237104e-259
"TMEM50B",2.87234366864602e-263,0.371925860778511,0.433,0.248,5.03694185733767e-259
"SNRPB2",3.84444899047921e-263,0.400806940387059,0.589,0.388,6.74162574970434e-259
"ANKLE2",3.93589034402154e-263,0.456369126508894,0.504,0.318,6.90197730727618e-259
"MMP14",4.64941341465312e-263,0.29705378779999,0.139,0.036,8.15321136393572e-259
"UBXN4",1.32728494604358e-262,0.52394676614236,0.746,0.583,2.32752688138201e-258
"OSCAR",1.39105531608145e-262,0.338674735983806,0.231,0.092,2.43935460228043e-258
"PSMA4",1.64994307575254e-262,0.461083168324703,0.616,0.425,2.89334017763965e-258
"SLFN12L",2.50821521156863e-262,-0.956779128753964,0.253,0.46,4.39840619500675e-258
"ARPC1B",3.78196243627979e-262,0.659098592695203,0.779,0.655,6.63204932826024e-258
"SERINC5",2.01664985656347e-261,0.549067341157346,0.403,0.222,3.5363971884697e-257
"SCML4",2.09774682717482e-261,-0.640933963547815,0.247,0.47,3.67860883613376e-257
"NOL7",2.39204957236802e-261,0.491826828040218,0.589,0.401,4.19469813010456e-257
"NCR1",4.7099377083736e-261,-0.49533302827499,0.145,0.342,8.25934676540394e-257
"BBLN",1.00092036309563e-260,0.4284980484646,0.574,0.38,1.7552139487245e-256
"BLK",2.18207477264551e-260,0.467096856763608,0.176,0.057,3.82648632131116e-256
"SORCS1",4.03648954607715e-260,-0.892197754841628,0.021,0.162,7.07838806800089e-256
"HLA-DOB",4.80957010400908e-260,0.31769034605722,0.15,0.043,8.43406213439033e-256
"HAX1",4.93888229619966e-260,0.437907440129563,0.406,0.234,8.66082399461573e-256
"BLOC1S6",7.65435196172438e-260,0.354251348662189,0.469,0.281,1.34226716000799e-255
"LIF",9.75960399262305e-260,-0.424339997946106,0.064,0.233,1.71144415614638e-255
"BCAS1",1.06250569123033e-259,-0.626109939934913,0.048,0.205,1.86320998014151e-255
"PSMB5",1.12337990932638e-259,0.381467132946062,0.355,0.186,1.96995900899474e-255
"MCOLN2",3.01375238515413e-259,0.458315640230805,0.255,0.109,5.28491618260628e-255
"C1orf43",3.05134568561479e-259,0.398706249090219,0.536,0.35,5.3508397942941e-255
"DAD1",3.23258929996902e-259,0.758664005613509,0.643,0.489,5.66866859642568e-255
"UBE2A",3.87954107984185e-259,0.381878131235671,0.49,0.299,6.80316323761068e-255
"NDUFA12",4.19539281344706e-259,0.435847357259191,0.581,0.386,7.35704083766076e-255
"SPAG7",6.60789413315481e-259,0.36497802621134,0.429,0.247,1.15876031519003e-254
"CALM1",9.68571232672664e-259,0.483762915455766,0.824,0.667,1.69848651361478e-254
"BRWD1",1.0626507575398e-258,0.302855920610808,0.72,0.532,1.86346436842179e-254
"SEC24D",2.41468919053917e-258,0.656329423094786,0.411,0.236,4.23439896452948e-254
"SDHB",2.46273449389135e-258,0.373123489874093,0.457,0.269,4.31865120848787e-254
"PSMC1",4.10979886068258e-258,0.383405330633562,0.502,0.315,7.20694328209297e-254
"CBR1",4.52870950052737e-258,0.345146827772514,0.272,0.122,7.9415449801248e-254
"MX1",4.88237307943066e-258,0.544942210949766,0.37,0.196,8.56172943208961e-254
"WIPI2",8.32020667191236e-258,0.381739865459539,0.457,0.272,1.45903144198655e-253
"CD44",1.77694672968113e-257,0.953579379684204,0.892,0.835,3.11605378516883e-253
"GNA15",1.79941764623365e-257,0.620800607835389,0.336,0.173,3.15545878443532e-253
"TMEM106A",2.87386448243217e-257,0.275845139353834,0.255,0.107,5.03960875639305e-253
"TSPAN14",6.49454926033393e-257,0.570218968807887,0.567,0.39,1.13888415829216e-252
"IFI6",8.5509659858388e-257,0.472106847172648,0.324,0.164,1.49949739527669e-252
"GMFG",1.31704451807179e-256,0.45658401867772,0.787,0.641,2.30956926689069e-252
"ETHE1",1.77297291031086e-256,0.326708819418998,0.32,0.157,3.10908529552112e-252
"ARSB",1.79658121712265e-256,0.440918607055179,0.367,0.19,3.15048482234628e-252
"SSH2",4.0708178300541e-256,0.733973702849464,0.848,0.767,7.13858614678287e-252
"CHCHD7",4.87536862040083e-256,0.352619359842355,0.375,0.2,8.5494464127349e-252
"TMEM70",1.15171683651032e-255,0.398164169036025,0.307,0.15,2.0196506445045e-251
"CD36",1.7762211503324e-255,0.790268564888336,0.279,0.129,3.11478140922289e-251
"CD79A",2.10537390246989e-255,1.55747767029269,0.241,0.107,3.69198367537121e-251
"ASAP2",2.16351075154097e-255,0.31066315771556,0.145,0.04,3.79393245390224e-251
"UQCRC1",4.77046577691031e-255,0.319121259726083,0.397,0.217,8.36548878638992e-251
"STOML2",4.81515235650742e-255,0.347737288970525,0.359,0.189,8.4438511723714e-251
"PLA2G7",5.1414766801609e-255,0.48450080059926,0.199,0.072,9.01609350633016e-251
"PFN1",7.95129196640083e-255,0.580839975864385,0.888,0.803,1.39433855922805e-250
"KIF13B",9.36846374361427e-255,0.632379340600958,0.536,0.355,1.6428538020802e-250
"PRKD3",1.30636097574323e-254,0.355470938660093,0.476,0.284,2.29083460706333e-250
"NELFE",1.45938616929749e-254,0.319243272276677,0.361,0.19,2.55917958648008e-250
"CCT7",2.77729273670282e-254,0.395055733048345,0.477,0.292,4.87026054308206e-250
"ISG20",4.35045371740433e-254,1.19053091060946,0.505,0.348,7.62895563884023e-250
"TBC1D31",5.49770528718771e-254,-0.814712389991719,0.272,0.464,9.64077599161237e-250
"PGD",1.5326295432809e-253,0.349831601368198,0.345,0.176,2.68761916709739e-249
"HMOX1",2.62770421808135e-253,0.710456370208151,0.225,0.09,4.60794211682746e-249
"NDUFA9",3.15537950059441e-253,0.319348538630073,0.324,0.162,5.53327349224236e-249
"HSP90AB1",1.2643719884252e-252,0.592312835267458,0.804,0.657,2.21720271890244e-248
"PDLIM5",1.27107252055229e-252,0.506720367408248,0.524,0.341,2.22895277204049e-248
"TENT5C",1.61523125640051e-252,1.32853965185846,0.204,0.081,2.83246953122394e-248
"BACH2",1.72356595910316e-252,-0.897024239977193,0.27,0.503,3.0224452658833e-248
"RNASEH2C",2.06708155769034e-252,0.411820961037286,0.454,0.273,3.62483421956578e-248
"FKBP2",2.16356504446999e-252,0.546206628466239,0.272,0.129,3.79402766198257e-248
"BCAP31",3.41422712714438e-252,0.355177305757386,0.531,0.341,5.98718869016039e-248
"TBC1D14",3.55818851055582e-252,0.560759762095065,0.527,0.346,6.23963937211068e-248
"ITPKC",3.92246240746561e-252,0.431540604060663,0.192,0.069,6.87843007773169e-248
"GUSB",4.1198754075741e-252,0.387647071224466,0.397,0.222,7.22461351472195e-248
"ARF4",4.95665700402585e-252,0.63110766465721,0.603,0.441,8.69199372225973e-248
"ZNRD2",6.21326359948797e-252,0.305983838934366,0.289,0.136,1.08955790480621e-247
"AP3S1",1.36925313527316e-251,0.39410593570034,0.478,0.293,2.40112229801501e-247
"TLR7",1.54505899299862e-251,0.271390211059996,0.146,0.041,2.70941545012239e-247
"DNAJB6",3.21673321304824e-251,0.978615353693931,0.69,0.519,5.64086336240139e-247
"EIF2A",3.84728750961398e-251,0.38944399575099,0.538,0.346,6.74660337685907e-247
"SLC16A10",3.98258660826078e-251,1.22743363333773,0.146,0.043,6.9838638762461e-247
"MOB1A",5.07821852701368e-251,0.457969904583966,0.691,0.531,8.90516400897119e-247
"ARHGDIB",6.95354905679979e-251,0.498555428840128,0.815,0.674,1.21937436260041e-246
"SRSF4",1.54672057579784e-250,0.359219966686833,0.691,0.501,2.71232920171908e-246
"PTGIR",2.61165367642576e-250,0.299316289587416,0.175,0.058,4.57979588698021e-246
"TXNDC11",2.92628290421862e-250,0.795145649841461,0.454,0.281,5.13152970083778e-246
"TMED3",2.94179850526767e-250,0.372517488211929,0.336,0.17,5.15873785883738e-246
"MAPK1IP1L",8.30051031238958e-250,0.3422664173542,0.546,0.355,1.45557748838064e-245
"SERBP1",8.75462941047165e-250,0.399315252967445,0.757,0.58,1.53521181342031e-245
"AZIN1",8.7597108709959e-250,0.516871926816116,0.587,0.413,1.53610289833784e-245
"MRPS34",8.84930310019207e-250,0.450717055967696,0.458,0.284,1.55181379164968e-245
"MLLT3",1.36859573712586e-249,-0.81666487817961,0.236,0.431,2.39996948462392e-245
"RBM6",2.21931739779887e-249,0.45130278450514,0.734,0.582,3.89179498878009e-245
"MRPL34",1.46334146297684e-248,0.386880505051303,0.402,0.232,2.56611558947619e-244
"SEC24A",1.9714116109261e-248,0.574820266809266,0.453,0.277,3.45706740092002e-244
"UBE2M",2.38613657877787e-248,0.38919837085538,0.467,0.29,4.18432910454488e-244
"RRP1B",3.66736393261698e-248,0.362647344665236,0.43,0.247,6.43108939223714e-244
"NUDT22",3.72239624064216e-248,0.395749708034649,0.353,0.19,6.52759404759009e-244
"SURF4",3.73881557611285e-248,0.369033023499555,0.502,0.314,6.55638699427149e-244
"SH3RF3",2.08249081135999e-247,0.583300357776357,0.185,0.066,3.65185588680087e-243
"ELP5",5.05204591596268e-247,0.302751439841466,0.288,0.136,8.85926771823216e-243
"RPS6KB2",5.09586862305722e-247,0.322826155087773,0.3,0.146,8.93611521739314e-243
"ODC1",6.61035583451805e-247,0.411165815314827,0.316,0.16,1.15919199914108e-242
"MBD2",7.59237477368947e-247,0.471854404739601,0.666,0.497,1.33139884031419e-242
"RPS19BP1",1.25882738206372e-246,0.39796572430601,0.486,0.307,2.20747969718693e-242
"DAZAP2",1.54235095988908e-246,0.403736405729911,0.704,0.536,2.70466664326148e-242
"B4GALT1",1.77831644609849e-246,0.635633853889633,0.594,0.428,3.11845571987831e-242
"ZBTB7A",4.18683537925125e-246,0.389272454094097,0.537,0.344,7.34203452105498e-242
"COTL1",4.79234431739521e-246,1.02600574872743,0.618,0.479,8.40385499498425e-242
"GMPPB",5.12283750880024e-246,0.282794598352722,0.194,0.072,8.98340785543211e-242
"DRAM2",6.11641440358894e-246,0.327524062459104,0.492,0.303,1.07257442981336e-241
"KCNJ2",6.53306374744968e-246,0.441696504706926,0.197,0.073,1.14563805875278e-241
"CCDC47",8.49725184137315e-246,0.348947701222882,0.489,0.302,1.4900780829032e-241
"C20orf27",9.53878319348799e-246,0.340355731630697,0.228,0.094,1.67272102081005e-241
"TM9SF2",2.2448247143257e-245,0.451844200072821,0.613,0.442,3.93652461904155e-241
"LGALS9",2.72514615966037e-245,0.450539925840733,0.343,0.182,4.77881630558043e-241
"PSMB8",5.72834439199121e-245,0.488527231575527,0.6,0.431,1.00452247257958e-240
"IER3IP1",7.55666748405009e-245,0.393709234239786,0.381,0.215,1.32513721000302e-240
"CYB5R3",3.28843649515629e-244,0.323040472128003,0.429,0.248,5.76660223790606e-240
"EVI2B",5.33556858383079e-244,0.549954758329139,0.61,0.45,9.35645306860568e-240
"SNX5",6.2980081170683e-244,0.335732247471273,0.46,0.276,1.1044187034091e-239
"ST3GAL6",1.00658962181362e-243,0.43917559175243,0.24,0.101,1.76515556081236e-239
"ARPC1A",1.51335368135485e-243,0.275099436194513,0.274,0.126,2.65381701562386e-239
"MBD4",2.35563140106929e-243,0.380840920089875,0.416,0.242,4.13083522491511e-239
"DAPP1",2.92595530478843e-243,0.504131170238672,0.455,0.28,5.130955222477e-239
"DCTN3",5.64049923078394e-243,0.383915198491591,0.449,0.272,9.89117945110271e-239
"PRMT1",5.6770461195108e-243,0.396777124809878,0.444,0.266,9.95526807517413e-239
"YIPF3",6.54168472914199e-243,0.391021531416395,0.369,0.206,1.14714983410234e-238
"EPN1",8.8868914004101e-243,0.287906162138127,0.336,0.172,1.55840527597592e-238
"TRA2B",3.01802674724643e-242,0.35927671730146,0.705,0.512,5.29241170397134e-238
"MEF2A",4.18784209006664e-242,0.538227355132482,0.747,0.62,7.34379988914086e-238
"NUDC",4.1954938971835e-242,0.36059957439573,0.535,0.346,7.35721809810098e-238
"MRPS16",7.34627358318511e-242,0.344482390280893,0.393,0.222,1.28824253554734e-237
"GHITM",9.60601128615255e-242,0.385305348921331,0.604,0.424,1.68451013913971e-237
"MRPL40",1.3741137651713e-241,0.414622232870642,0.316,0.164,2.40964589860439e-237
"TPM3",1.47765076625626e-241,0.632795060885226,0.822,0.717,2.59120838370698e-237
"AFAP1L1",6.64261830786605e-241,-0.356634811705359,0.02,0.152,1.16484954646739e-236
"GSDMD",1.19284102190499e-240,0.304404082269899,0.348,0.184,2.09176601601259e-236
"DNAJB11",1.21167069384771e-240,0.407084960517862,0.396,0.23,2.12478572873134e-236
"DICER1",1.53548781947152e-240,0.458190234013959,0.607,0.424,2.69263144022527e-236
"GBP1",2.26891176225535e-240,0.637716733750037,0.297,0.144,3.97876366629098e-236
"TMEM14C",2.73020085259618e-240,0.42603361183441,0.433,0.261,4.78768021511267e-236
"PSTPIP2",4.67495828975321e-240,1.11349827072399,0.446,0.292,8.19800685691122e-236
"C1QBP",1.06079872419039e-239,0.46878334788358,0.5,0.325,1.86021664274027e-235
"TPP1",1.66842041436242e-239,0.41315328549283,0.491,0.315,2.92574203862594e-235
"POLR2J",1.81851685285977e-239,0.369614160548495,0.5,0.321,3.1889511531749e-235
"TNFRSF25",2.64119497965521e-239,-0.510613799033023,0.141,0.32,4.63159951632337e-235
"NXPE3",4.20464927608391e-239,0.626923886920224,0.331,0.176,7.37327297054075e-235
"MDM2",6.68863291204982e-239,0.698635722904675,0.536,0.367,1.17291866745706e-234
"ATP6V1A",7.43164141999169e-239,0.418115881489943,0.506,0.32,1.30321263940974e-234
"SIGLEC9",1.47964730792138e-238,0.347971732769762,0.239,0.101,2.59470951917093e-234
"PCBD1",1.90663899953921e-238,0.285446144624185,0.248,0.109,3.34348214959195e-234
"SNRPC",1.94591227103426e-238,0.345923172710229,0.441,0.263,3.41235175848567e-234
"ST6GALNAC4",2.26610776425838e-238,0.305130720099615,0.199,0.077,3.9738465754035e-234
"MYL6B",2.47777076470777e-238,0.263501463761755,0.215,0.085,4.34501881299154e-234
"VPS26C",2.62695032731269e-238,0.328149826924432,0.458,0.274,4.60662009397554e-234
"LEPROT",3.03581389728821e-238,0.317665640870847,0.41,0.235,5.3236032502846e-234
"PSMD12",3.79591066411646e-238,0.348613898583903,0.492,0.31,6.65650894059462e-234
"KCNK6",5.00662541724364e-238,0.319320800879668,0.27,0.123,8.77961833167844e-234
"SEM1",6.12786882024794e-238,0.425572682326854,0.647,0.471,1.07458307631868e-233
"CHCHD1",8.84146785407839e-238,0.344199970551235,0.425,0.249,1.55043980289119e-233
"EIF4G2",9.56425089869889e-238,0.376919979070714,0.753,0.581,1.67718703759584e-233
"CD80",9.7270000913483e-238,0.302793366615132,0.124,0.032,1.70572673601884e-233
"SLC15A3",1.07706155336299e-237,0.379206897891707,0.315,0.158,1.88873513997734e-233
"CD302",1.32307602924871e-237,0.355338405425883,0.271,0.124,2.32014612489054e-233
"NDFIP1",1.37031273636449e-237,0.428708275029482,0.635,0.462,2.40298041448877e-233
"MT1E",2.33907948201289e-237,0.353345040384541,0.108,0.024,4.10180977965781e-233
"CLNK",3.4459739702012e-237,-0.266635262744472,0.24,0.456,6.04285995414483e-233
"TNFSF14",3.47777352557683e-237,-0.299329685264208,0.166,0.358,6.09862365445153e-233
"AGA",6.5381717644295e-237,0.323045965298778,0.243,0.107,1.14653380061036e-232
"TUBGCP2",2.49216674807934e-236,0.327020849741362,0.486,0.299,4.37026360943192e-232
"IFT20",4.65374786271896e-236,0.329320716782228,0.356,0.192,8.16081225206397e-232
"TMEM51",5.66531408070293e-236,0.330389175542744,0.171,0.057,9.93469477192066e-232
"SIVA1",7.62605825469533e-236,0.40288531714469,0.497,0.318,1.33730557554337e-231
"PHB2",7.76760017336671e-236,0.373133697032136,0.48,0.302,1.36212636640159e-231
"SINHCAF",9.34297029835003e-236,0.484276647054883,0.522,0.347,1.63838327151866e-231
"GPR84",1.10162417250627e-235,0.438429976875101,0.165,0.055,1.931808148907e-231
"IKBIP",1.12118154704897e-235,0.347908114970808,0.364,0.196,1.96610396090507e-231
"TAMALIN",1.14413851134531e-235,0.278067846760361,0.169,0.058,2.00636129349514e-231
"CALHM6",2.06380247094031e-235,0.417355101343495,0.227,0.096,3.61908401304093e-231
"IL12RB2",4.29342613037965e-235,-0.709010079998751,0.121,0.296,7.52895206223375e-231
"FAR2",4.32917601950618e-235,0.896487852922824,0.34,0.186,7.59164306780603e-231
"GPR132",7.38933416909257e-235,0.580024147575634,0.356,0.199,1.29579363989207e-230
"LONRF1",9.07182937022429e-235,0.407726608696008,0.307,0.152,1.59083599836253e-230
"RTN4",2.10916516947037e-234,0.453208286945782,0.765,0.624,3.69863204118325e-230
"ARL17B",2.54140558444979e-234,-0.962795471430771,0.214,0.375,4.45660883289116e-230
"USP3",2.90954318074952e-234,0.465457908772623,0.729,0.58,5.10217492176237e-230
"CNBP",3.57584659255194e-234,0.436962415183543,0.721,0.573,6.27060458469909e-230
"CLINT1",3.90759079606263e-234,0.481536150814806,0.627,0.451,6.85235121997543e-230
"PGLS",1.15170696838371e-233,0.44862326897342,0.555,0.373,2.01963333975768e-229
"RYBP",1.6749638535555e-233,0.66781092819896,0.688,0.543,2.93721661359492e-229
"MCTS1",1.79510064407119e-233,0.384216271870437,0.44,0.267,3.14788848944323e-229
"XRN2",2.17051283610698e-233,0.334232812789504,0.674,0.484,3.80621130939719e-229
"LSM10",2.17966435732053e-233,0.358314873453438,0.409,0.241,3.82225941699727e-229
"CTDNEP1",2.26319787731511e-233,0.325281455061079,0.445,0.268,3.96874379765978e-229
"SELENOH",5.13384182709184e-233,0.455422011360807,0.591,0.41,9.00270502798825e-229
"EIF4E2",9.7319118682135e-233,0.345246351221326,0.466,0.285,1.70658806520992e-228
"SCART1",1.08492352868482e-232,-0.782511507314826,0.138,0.312,1.9025218999017e-228
"USF2",1.91347641088232e-232,0.384739767540712,0.551,0.373,3.35547223412324e-228
"ZNF652",2.153895832516e-232,0.38919254941706,0.742,0.556,3.77707173190005e-228
"FAM162A",2.16967351955833e-232,0.38177244712172,0.383,0.216,3.80473948389749e-228
"CTTNBP2NL",4.15695449505304e-232,0.31384990463542,0.185,0.067,7.28963540252502e-228
"PDZD2",4.98251964901631e-232,-0.876783658330133,0.13,0.298,8.737346456515e-228
"EMC6",6.28427110611049e-232,0.347254442548867,0.396,0.231,1.10200978116754e-227
"MCC",8.56246627519104e-232,0.6415242017671,0.174,0.062,1.5015140860175e-227
"CHMP2A",9.74666585220121e-232,0.408845685852285,0.602,0.438,1.709175323842e-227
"NAPG",1.17939677980498e-231,0.316176107740843,0.412,0.236,2.06819019306601e-227
"ANTXR2",1.51330159906947e-231,0.401916051000861,0.48,0.292,2.65372568412822e-227
"SCAMP2",2.85547857768306e-231,0.342005772971968,0.456,0.281,5.00736723382502e-227
"APP",2.95646580415451e-231,0.925067077178802,0.443,0.282,5.18445843416535e-227
"GTF2A2",3.21174490073274e-231,0.365996648641162,0.506,0.326,5.63211585792493e-227
"BICC1",3.35175462705427e-231,-0.738810782688259,0.117,0.293,5.87763691400237e-227
"SNRNP25",4.42514079382132e-231,0.280821638568034,0.258,0.117,7.75992689604507e-227
"TLR8",6.99541441745924e-231,0.402178843968315,0.23,0.097,1.22671587224565e-226
"ZFAND2A",8.06428242798722e-231,0.792067051063872,0.236,0.103,1.41415256657184e-226
"FUNDC2",1.3674890628185e-230,0.310919058345856,0.38,0.213,2.39802882055851e-226
"NPM1",1.5279909405687e-230,0.498227042563841,0.791,0.654,2.67948491338127e-226
"MYO1E",1.67098928404577e-230,0.30468760800011,0.392,0.228,2.93024680850266e-226
"LRRC8B",1.86189741662112e-230,0.317093068243466,0.304,0.149,3.2650233097868e-226
"PET100",2.0766242110262e-230,0.401634274082823,0.592,0.42,3.64156821645554e-226
"CEBPD",2.2860624319163e-230,0.940761093448307,0.409,0.258,4.00883908060842e-226
"MRPS33",2.29136365248468e-230,0.383720346451598,0.367,0.206,4.01813530099713e-226
"VNN1",9.10082996767704e-230,0.291036231062395,0.108,0.025,1.59592154313184e-225
"TAPBP",1.30543860438271e-229,0.359776627095377,0.779,0.616,2.28921713664552e-225
