"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GIMAP6",1.06186805487719e-121,-0.341751847822018,0.22,0.345,1.86209182103264e-117
"FKBP4",1.09369890267899e-121,0.309505848693879,0.215,0.117,1.91791039573788e-117
"FZD6",1.15524422340487e-121,0.435673144767493,0.188,0.099,2.02583627016278e-117
"SNRPD3",1.32614328698897e-121,0.269149691420344,0.535,0.396,2.32552486806385e-117
"MAP1LC3B",1.80605251690067e-121,0.255782496305524,0.689,0.558,3.16709369363701e-117
"MITF",3.23363590036274e-121,0.365857718467941,0.166,0.08,5.6705039148761e-117
"ABLIM1",1.08649068846473e-120,-0.502298465347526,0.244,0.371,1.90527007129174e-116
"TNIP1",2.27364075465698e-120,0.647157805942442,0.606,0.496,3.98705642736648e-116
"CD48",4.48911984551484e-120,0.409017621719154,0.715,0.638,7.87212056109483e-116
"NFKBIZ",4.90511011180466e-120,0.585535239655981,0.549,0.435,8.60160109206066e-116
"LAMP3",6.39353307165005e-120,0.499990063476208,0.145,0.066,1.12116995944455e-115
"ROCK1",6.92046386834456e-120,0.307796030396162,0.776,0.672,1.2135725439529e-115
"FSCN1",7.10168567258385e-120,0.333411349402432,0.12,0.049,1.2453515995443e-115
"PSMA3",8.80339906317817e-120,0.299381709268599,0.559,0.429,1.54376405971892e-115
"PLEK",1.92115731080406e-119,0.575365518536318,0.607,0.504,3.36894146022599e-115
"RASSF2",1.23103721289951e-118,0.505247789510091,0.526,0.425,2.15874685654057e-114
"DIP2B",1.23724957861979e-118,0.388920873460984,0.642,0.531,2.16964086106767e-114
"POR",1.46957663279913e-118,0.297805213038161,0.344,0.227,2.57704958327656e-114
"MPC2",1.89628032154063e-118,0.295660787256235,0.397,0.279,3.32531717185364e-114
"RREB1",2.35178919883264e-118,0.301940431443179,0.59,0.467,4.12409753907292e-114
"ECHS1",3.41881392567276e-118,0.25650825565172,0.383,0.261,5.99523210005975e-114
"TMPO",3.48163337995731e-118,0.282288014398605,0.488,0.36,6.10539229509313e-114
"SRGAP3",3.73706136387602e-118,-0.503429907891787,0.332,0.475,6.55331080769299e-114
"LDB2",7.18382751488493e-118,-0.660083301411577,0.106,0.22,1.25975599301022e-113
"SAMHD1",1.97510119331488e-117,0.544952492266528,0.596,0.506,3.46353745259697e-113
"FOXK2",6.65718877363983e-117,0.259055095544096,0.505,0.372,1.16740462334548e-112
"REXO2",1.16238955770679e-116,0.271529375753268,0.261,0.157,2.03836632839462e-112
"MRPS31",1.20715877390884e-116,0.456154576011332,0.428,0.313,2.11687362592655e-112
"JARID2",1.28757491963162e-116,0.593971846537534,0.793,0.714,2.25789137906602e-112
"LRIG1",1.62944435689185e-116,0.691344618042446,0.156,0.077,2.85739362424555e-112
"FCHO2",2.00391976436706e-116,0.368518622633305,0.303,0.192,3.51407369879409e-112
"KDM2A",2.32500456309954e-116,0.253174486002726,0.767,0.663,4.07712800185136e-112
"TPD52",4.99643804944092e-116,1.25935954201598,0.376,0.281,8.7617537634996e-112
"FAM177B",5.32424033468158e-116,0.324630818665392,0.287,0.181,9.33658785089762e-112
"CPNE3",5.90397965941814e-116,0.280672576818885,0.461,0.336,1.03532187307556e-111
"TAPBPL",9.34696027130573e-116,0.299116759357151,0.276,0.172,1.63908295317617e-111
"SRP9",1.12017535639437e-115,0.255533439552351,0.59,0.453,1.96433950497316e-111
"PTPN4",1.32262322134783e-115,-0.638331664948976,0.414,0.526,2.31935208095555e-111
"HAMP",1.41294951757954e-115,0.590148768631425,0.103,0.039,2.47774827402748e-111
"ITK",1.43899069268427e-115,-0.322037992893971,0.201,0.335,2.52341407869114e-111
"ABHD14A",1.78640270267167e-115,0.26652842582171,0.194,0.105,3.13263577940504e-111
"FAM107B",3.23322407937436e-115,0.396802760982143,0.72,0.63,5.66978174559088e-111
"C1orf21",3.30032183149702e-115,0.495217603067334,0.252,0.149,5.78744436371317e-111
"SELENOW",5.39344483316838e-115,0.271589180840719,0.496,0.357,9.45794485944408e-111
"BAZ1A",8.53825779494452e-115,0.270092438565092,0.723,0.606,1.49726888692147e-110
"UBTD2",1.50815995904284e-114,0.325936260775215,0.322,0.206,2.64470930417753e-110
"RGCC",1.58416194083944e-114,0.271813913839947,0.204,0.111,2.77798637945604e-110
"EFCAB8",2.3315655397727e-114,-0.273615801182637,0.046,0.134,4.0886333305454e-110
"CARMIL1",4.5693193245265e-114,1.00213579940032,0.328,0.224,8.01275836748968e-110
"PNP",4.79280369505351e-114,0.293670743723931,0.385,0.265,8.40466055964583e-110
"CDYL",8.10098863024591e-114,0.402442822919928,0.592,0.459,1.42058936619992e-109
"PIK3R5",8.74057662092331e-114,0.4364031767405,0.686,0.596,1.53274751624511e-109
"NBPF14",1.02193737176471e-113,0.250430260277819,0.332,0.218,1.7920693751266e-109
"SP110",1.13080440882887e-113,0.276623948095087,0.622,0.499,1.98297861132231e-109
"ST8SIA1",2.00823785131241e-113,-0.359558458918169,0.066,0.163,3.52164589606144e-109
"AKAP9",2.00933701490609e-113,0.385948089244562,0.679,0.57,3.52357338933931e-109
"RESF1",2.18854357040166e-113,-0.585793674118847,0.674,0.741,3.83783000505635e-109
"IVNS1ABP",3.03054320533179e-113,-0.379595094622103,0.563,0.675,5.31436056486983e-109
"PPP2R2B",4.14515778567607e-113,-0.514163710406126,0.126,0.241,7.26894869296156e-109
"GPR18",4.15543095522335e-113,-0.255133190197218,0.118,0.228,7.28696372307967e-109
"ASPH",1.23356058036411e-112,0.379933823495073,0.45,0.327,2.1631718337265e-108
"LRRFIP2",2.07263344112295e-112,0.264725391252955,0.581,0.45,3.6345700023532e-108
"ARHGAP22",2.51050336032665e-112,0.280472058742148,0.125,0.054,4.40241869266882e-108
"ARL6IP1",2.66384620147663e-112,0.323062749428774,0.474,0.345,4.67132069890943e-108
"LRRFIP1",3.17429419560781e-112,0.316939748541712,0.794,0.709,5.56644230141785e-108
"RGS10",4.31624055179515e-112,0.327220845613013,0.536,0.408,7.56895943162797e-108
"NRG1",4.96917234134668e-112,0.394331239728339,0.114,0.047,8.71394061778554e-108
"WIPI1",8.11480003338588e-112,0.259349064648473,0.273,0.169,1.42301133385455e-107
"PEAK1",8.14347211598609e-112,0.406208442433826,0.508,0.384,1.42803927025932e-107
"GM2A",8.54625003157095e-112,0.275010338286592,0.306,0.197,1.49867040553628e-107
"ARHGAP18",1.05100309135231e-111,0.362497402546124,0.442,0.32,1.8430390209954e-107
"ACAA1",1.25767779813541e-111,0.258897645374014,0.39,0.272,2.20546378681025e-107
"ORAI2",1.33591939711323e-111,0.346390355176447,0.485,0.371,2.34266825477776e-107
"PPP1CB",1.74038475580955e-111,0.279843299940398,0.716,0.618,3.05193870778763e-107
"APEX1",2.0473449405014e-111,0.304555338389266,0.421,0.3,3.59022408766326e-107
"PAG1",3.16776530376737e-111,0.497578309838666,0.666,0.574,5.55499323668645e-107
"PPM1F",3.21694000250124e-111,0.280173397345235,0.276,0.173,5.64122598838617e-107
"TGM2",4.59491618183699e-111,-0.271617809561481,0.048,0.136,8.05764501646935e-107
"CLEC7A",5.10082780832061e-111,0.500396461738458,0.356,0.251,8.94481164467102e-107
"NEO1",1.25133134636067e-110,-0.453137226661233,0.079,0.177,2.19433464897807e-106
"PIK3C2A",1.39293643960589e-110,0.274260985191037,0.545,0.413,2.44265334049289e-106
"HMGN2",2.3387319402935e-110,0.313489607912266,0.695,0.576,4.10120033049868e-106
"SOS1",2.94655902788875e-110,0.258396720817728,0.703,0.592,5.16708591130571e-106
"METRNL",4.67607659845754e-110,0.415716012338377,0.363,0.257,8.19996792305515e-106
"WDR26",5.23308210422222e-110,0.302823471539778,0.617,0.487,9.17673277796409e-106
"GRAMD1A",8.93326600422928e-110,0.440242951132485,0.565,0.447,1.56653752650165e-105
"CD99",9.80571120186419e-110,0.266864952652109,0.627,0.492,1.7195295163589e-105
"ALDH1A2",1.0848972016265e-109,-0.79671610401701,0.181,0.296,1.90247573277223e-105
"MYO9B",1.57999928272204e-109,0.399149811513973,0.74,0.642,2.77068674218137e-105
"CSK",1.66931409282518e-109,0.271611991128859,0.541,0.422,2.92730919317824e-105
"PRKCQ",2.26821585027706e-109,-0.426439241267108,0.274,0.41,3.97754331504585e-105
"ZDHHC7",4.42806152719706e-109,0.274828214549923,0.36,0.248,7.76504869409276e-105
"NDRG1",5.05423772222553e-109,0.428700177439955,0.372,0.259,8.86311126969469e-105
"DNAJC5",5.47507124342994e-109,0.279362704055396,0.519,0.397,9.60108493247874e-105
"MAPKAPK3",5.58199561895183e-109,0.262935656017581,0.342,0.231,9.78858751739393e-105
"EHBP1L1",1.36200374461534e-108,0.382074130261425,0.516,0.411,2.38840976655745e-104
"TRAM2",2.02005884526024e-108,0.402763522904676,0.237,0.143,3.54237519104836e-104
"IGSF6",2.70894277381992e-108,0.526097817967586,0.407,0.303,4.75040204817061e-104
"AKT3",3.02060630368926e-108,-0.718202360308739,0.476,0.599,5.29693521414948e-104
"PLEKHO1",1.14485126559656e-107,0.371442703980323,0.497,0.387,2.00761117935014e-103
"NCOA7",2.46373596353025e-107,0.888499940493851,0.57,0.465,4.32040738564665e-103
"RNF13",2.46694992424718e-107,0.30399361214267,0.719,0.617,4.32604338715986e-103
"CLSTN3",3.43727436467787e-107,-0.289556639193876,0.177,0.289,6.0276043258991e-103
"RHOT1",5.99192523562498e-107,0.275399592704056,0.478,0.352,1.0507440093192e-102
"RAP2B",6.11108381299525e-107,0.271251397306796,0.336,0.226,1.07163965744685e-102
"BLVRA",1.41230218240431e-106,0.282594008635403,0.338,0.226,2.4766131070642e-102
"JAZF1",1.48230422813238e-106,0.273075380318231,0.611,0.499,2.59936869445294e-102
"PKIA",1.52758829020575e-106,-0.315959845816583,0.072,0.165,2.67877882570481e-102
"SELPLG",1.88693895819142e-106,0.321315426902101,0.388,0.274,3.30893615708447e-102
"TNRC6C",2.05677993210654e-106,-0.492350212734282,0.386,0.5,3.60676928894203e-102
"IL1B",4.18375408301339e-106,2.16318466110556,0.497,0.403,7.33663115997229e-102
"IL17RA",4.52038466368247e-106,0.349589072094988,0.454,0.342,7.92694654623357e-102
"NT5C3A",4.72000608437797e-106,0.275967170882368,0.446,0.321,8.27700266956521e-102
"MSN",5.52659033112453e-106,0.296745628505147,0.758,0.679,9.69142880465997e-102
"NDUFAF6",1.54425115452265e-105,1.56510036489492,0.427,0.331,2.70799882457091e-101
"KNTC1",1.97526498960862e-105,0.316153804276776,0.211,0.121,3.46382468577767e-101
"MACROH2A1",2.2622751458846e-105,0.363948502645124,0.677,0.574,3.96712569582323e-101
"KLF6",2.7553579209274e-105,0.521931138999084,0.764,0.719,4.83179565013828e-101
"SPATA6",3.91159669156573e-105,0.336116297038751,0.218,0.126,6.85937595832966e-101
"MBTPS1",5.24539661408676e-105,0.410153875376934,0.43,0.315,9.19832750246255e-101
"EPB41L2",1.1602812143541e-104,0.3401024427203,0.228,0.133,2.03466913749135e-100
"ZFYVE9",1.82715155284313e-104,-0.511197890571124,0.129,0.234,3.20409296306571e-100
"EIF4A3",1.95043642109463e-104,0.345612510526114,0.452,0.336,3.42028530803154e-100
"PKN1",2.13914913579944e-104,0.257137823005266,0.489,0.366,3.75121192453789e-100
"PLSCR1",4.01291265232069e-104,0.444312497017024,0.575,0.488,7.03704362710955e-100
"RAPGEF2",4.1130438450382e-104,0.436721198956399,0.614,0.495,7.21263368665899e-100
"CGAS",4.35240735494453e-104,0.28678960521298,0.318,0.208,7.63238153763072e-100
"CEBPB",8.22173330636072e-104,0.673506313323224,0.575,0.489,1.44176315260342e-99
"TBCEL",8.2728266599973e-104,0.277168990076783,0.123,0.056,1.45072288309713e-99
"CREBL2",1.40005767531676e-103,0.261072415902978,0.339,0.227,2.45514113943547e-99
"HSD17B4",2.46442651372864e-103,0.267974584425317,0.483,0.36,4.32161833447454e-99
"ACER3",2.78342543973636e-103,0.344070466486485,0.471,0.356,4.88101485112168e-99
"ADI1",3.10494809571054e-103,0.310159350852005,0.371,0.262,5.44483698063801e-99
"SLC43A2",4.86942593334023e-103,0.61721353936786,0.48,0.378,8.53902531670544e-99
"CD46",5.72315793129935e-103,0.264412690709251,0.599,0.479,1.00361297483265e-98
"TUBB4B",6.99989083162962e-103,0.31116141735396,0.36,0.247,1.22750085623457e-98
"RGS3",1.02135095559377e-102,-0.287346779087315,0.151,0.26,1.79104103572923e-98
"OLR1",1.3522192124897e-102,0.999483031367534,0.177,0.096,2.37125161102195e-98
"ISG15",1.44408890919455e-102,0.732716380281589,0.48,0.362,2.53235431116357e-98
"RP2",1.46933918971194e-102,0.282068475336908,0.345,0.236,2.57663320307885e-98
"TTN",1.47812450575964e-102,-0.466617817165555,0.195,0.31,2.59203913330011e-98
"BID",1.78475663298271e-102,0.319353617156633,0.584,0.469,3.12974923159848e-98
"HDAC4",1.82794507560894e-102,0.295613057192483,0.507,0.388,3.20548448458784e-98
"QSOX1",9.04798761570918e-102,0.266252060779044,0.303,0.199,1.58665510829076e-97
"HMCES",9.29435434416695e-102,0.318033936556183,0.286,0.188,1.62985797779312e-97
"TACC1",1.27890067585071e-101,0.270618612600457,0.592,0.468,2.24268022517181e-97
"NPC1",2.89021983525509e-101,0.312170786441669,0.446,0.327,5.06828950310332e-97
"TNFRSF18",4.70822893084871e-101,-0.299023931070847,0.316,0.454,8.2563502531363e-97
"SUFU",5.08441552578039e-101,0.263895484139767,0.304,0.199,8.9160310660085e-97
"PLEKHB2",7.2321212188506e-101,0.266111839426538,0.532,0.411,1.26822477693764e-96
"BMP2K",9.82818815465859e-101,0.37599725301873,0.537,0.426,1.72347107480093e-96
"LAX1",1.00829575958513e-100,0.310066327619347,0.18,0.098,1.76814744400848e-96
"SMARCA2",1.20381912006309e-100,0.334930414362995,0.622,0.502,2.11101720894263e-96
"EVL",1.53132921146102e-100,-0.501629976415199,0.474,0.596,2.68533890521805e-96
"MYADM",2.06083598154865e-100,0.269079002348806,0.328,0.222,3.61388197724371e-96
"FAM169A",2.34411577495158e-100,-0.308615750367472,0.093,0.189,4.1106414229551e-96
"CACYBP",5.69614678252253e-100,0.426469057747287,0.433,0.318,9.98876299783151e-96
"PARVG",6.36957527253557e-100,0.250833157751514,0.473,0.356,1.11696871979184e-95
"PLPP3",8.17244137060744e-100,-0.693484214958104,0.06,0.144,1.43311931874972e-95
"CD300LF",8.34487662987926e-100,-0.463445517359664,0.216,0.33,1.46335756581563e-95
"CCDC69",8.96073530132822e-100,0.256669605794676,0.578,0.46,1.57135454244092e-95
"TUBA1A",9.85631366764501e-100,0.41251474421884,0.42,0.316,1.72840316475823e-95
"PMAIP1",1.49183792646977e-99,0.323179790242288,0.186,0.102,2.61608698785738e-95
"PDSS1",1.95617576619064e-99,0.356064864766891,0.212,0.123,3.4303498235919e-95
"SGTB",2.02182246586245e-99,0.369309376713212,0.33,0.222,3.54546787613639e-95
"SRSF7",3.1641910482594e-99,0.254872740479393,0.653,0.526,5.54872542222768e-95
"RGPD2",3.33621704880667e-99,0.285965728310033,0.145,0.072,5.85039021678737e-95
"RORA",6.25753494659101e-99,-0.476183384739416,0.318,0.45,1.0973213282342e-94
"LRRK2",7.88265046024495e-99,0.511646477656533,0.361,0.261,1.38230158470856e-94
"USP15",1.07268010008873e-98,0.339316623401866,0.841,0.76,1.88105182351559e-94
"SULF2",1.56888933762042e-98,0.369907432027369,0.4,0.293,2.75120434245117e-94
"STK39",2.24475728651228e-98,-0.570023624186365,0.392,0.499,3.93640637762793e-94
"SLC26A2",9.07234292578141e-98,0.29921134412615,0.224,0.133,1.59092605546503e-93
"ARRDC3",1.13845469839455e-97,0.391490452853674,0.423,0.318,1.99639415910469e-93
"SNRPN",3.68690185894735e-97,0.268751617790685,0.327,0.227,6.46535109985007e-93
"MOB3B",4.16485877987203e-97,0.326855511319522,0.231,0.139,7.30349635638358e-93
"CYFIP2",4.84150074021979e-97,-0.408228296683667,0.424,0.545,8.49005569804943e-93
"FKBP11",9.64186534443997e-97,1.80807937096045,0.325,0.241,1.69079750680099e-92
"ENSG00000282278",1.0781739122043e-96,-0.436174286919927,0.297,0.395,1.89068577244145e-92
"OPTN",1.84463416161448e-96,0.279776282326773,0.401,0.287,3.23475046580715e-92
"DENND2D",2.76127264725231e-95,-0.355140248689821,0.28,0.384,4.84216771422164e-91
"TCP1",4.5793365214437e-95,0.260444046173316,0.499,0.376,8.03032452400367e-91
"SETDB2",5.29026552642387e-95,0.263477399898182,0.388,0.277,9.2770096271369e-91
"TMTC2",1.32450945238311e-94,0.299660340612658,0.269,0.172,2.32265977569903e-90
"ZFAT",1.36746879786838e-94,0.516536058448694,0.287,0.19,2.39799328394199e-90
"ARRB2",1.37383570974117e-94,0.301140906258896,0.475,0.376,2.40915830060211e-90
"MYRIP",1.46411785005036e-94,0.573284828443722,0.131,0.065,2.56747706184831e-90
"IFITM3",1.58676427817153e-94,0.728463093187465,0.445,0.359,2.78254983820159e-90
"NEK10",2.44815482210657e-94,-0.427090261889514,0.083,0.172,4.29308429604608e-90
"CPEB3",2.60220744453835e-94,0.317845462429797,0.39,0.279,4.56323097474246e-90
"MGST2",3.06040613406726e-94,0.251485499734972,0.328,0.224,5.36672819670035e-90
"GADD45B",3.37488242113556e-94,0.79818762496449,0.435,0.337,5.91819381370331e-90
"SOCS1",4.98130476333905e-94,0.299161039570172,0.499,0.386,8.73521603299136e-90
"RPS6KA2",5.09494612529494e-94,-0.479266392662495,0.237,0.352,8.93449752531721e-90
"RNF144A",7.42825323903607e-94,-0.348314213352817,0.239,0.356,1.30261848799737e-89
"CCDC186",1.00493237045881e-93,0.326125883510488,0.424,0.309,1.76224940483657e-89
"LST1",1.24239763928786e-93,0.709792134993206,0.597,0.535,2.1786685002552e-89
"LCP1",1.42079025385471e-93,0.413507800321118,0.9,0.87,2.49149778915963e-89
"PTPRD",1.83150053527983e-93,-0.311595571660802,0.063,0.147,3.21171933866671e-89
"GK5",3.19752278141451e-93,0.374159291088385,0.295,0.195,5.60717594948848e-89
"SRI",5.24267447870952e-93,0.260769432824396,0.543,0.419,9.19355396586502e-89
"HMGB2",6.77749438846401e-93,0.431344314033985,0.426,0.317,1.18850141596105e-88
"SQSTM1",1.1508800653143e-92,0.328547132926168,0.714,0.605,2.01818328253515e-88
"AFF2",1.27989609274267e-92,0.907722781571611,0.187,0.112,2.24442578823355e-88
"RGS9",1.38366724947106e-92,-0.393104068992381,0.179,0.283,2.42639888867245e-88
"PPP1R15B",5.81390945481225e-92,0.251762838800547,0.393,0.282,1.01952716199588e-87
"TP53INP1",8.2427846806867e-92,1.55925318301114,0.37,0.283,1.44545472160522e-87
"GAS7",3.08838369943064e-91,0.409737793616095,0.4,0.3,5.41578965532157e-87
"SAMD3",3.67464442956293e-91,-0.646251951397695,0.206,0.322,6.44385647168156e-87
"RNF145",4.13731208870286e-91,0.289557614605577,0.637,0.534,7.25519047874933e-87
"PIM3",9.54334132086921e-91,0.260935945393109,0.381,0.275,1.67352033402763e-86
"WTAP",2.42328628266942e-90,0.638528244687299,0.74,0.652,4.24947482528909e-86
"CMTM6",2.17589218269124e-89,0.336781979058157,0.699,0.618,3.81564453156736e-85
"CD14",2.18758862122829e-89,0.605608229947081,0.299,0.209,3.83615540618592e-85
"PECAM1",3.73135951642094e-89,0.427975149496151,0.549,0.452,6.54331204799576e-85
"BST2",3.92905868499755e-88,0.328199293639362,0.619,0.508,6.8899973100117e-84
"CROCC",4.96631372573834e-88,-0.265752461816437,0.166,0.264,8.70892774945476e-84
"PKIB",5.64783403646599e-88,0.278401812896428,0.105,0.046,9.90404176634676e-84
"PNRC1",1.07164086771524e-87,0.387776296698779,0.86,0.791,1.87922942562544e-83
"TRPM2",1.88332265959222e-87,0.299939091410064,0.301,0.203,3.30259461586092e-83
"ITPKB",4.97313262304496e-87,-0.445266072674595,0.343,0.446,8.72088536777163e-83
"FRMD4B",5.96842861281439e-87,0.329435456697848,0.26,0.169,1.04662364154313e-82
"FOSB",2.00082735237266e-86,0.56717210096237,0.463,0.38,3.50865084512069e-82
"ZNF831",5.0104637631843e-86,-0.275968603842894,0.109,0.201,8.78634925511999e-82
"MYBL1",5.45790557789476e-86,-0.563967059260817,0.108,0.2,9.57098322139624e-82
"TNFAIP3",7.85415006473195e-86,0.951309060373463,0.738,0.703,1.37730375535139e-81
"MICU3",1.38564290934032e-85,-0.35441757354647,0.162,0.26,2.42986340581919e-81
"BTD",1.89514671200701e-85,0.325663192212199,0.353,0.255,3.3233292741755e-81
"S100A8",2.09702718517639e-85,1.36272664632717,0.564,0.524,3.67734687192531e-81
"EHD1",3.22458984375771e-85,0.87913800535099,0.478,0.401,5.65464075001353e-81
"CMIP",4.7636557933055e-85,0.262475389185945,0.725,0.644,8.35354679914052e-81
"TUBA4A",9.47593435052182e-85,0.259446009844345,0.297,0.206,1.66169984770751e-80
"UTRN",1.00520405207561e-84,0.254749302206075,0.8,0.738,1.76272582571979e-80
"CXCR4",1.70486744653065e-84,0.378990846438285,0.702,0.641,2.98965555423614e-80
"LAMP1",1.88693118784798e-84,0.284145486564403,0.533,0.432,3.30892253101022e-80
"SLAMF1",2.01490643605568e-84,0.883696255858076,0.324,0.234,3.53333992626724e-80
"S100B",2.74754984412675e-84,1.34513385559794,0.213,0.131,4.81810340666068e-80
"ZC3H12B",3.20863219028055e-84,-0.387320427396187,0.239,0.363,5.62665740887598e-80
"ADM",3.42199573071516e-84,0.46493708739973,0.177,0.103,6.0008117133821e-80
"TRIM24",4.14486928734528e-84,0.279909818487494,0.41,0.301,7.26844278228868e-80
"RELB",5.03251162951552e-84,0.310567891085065,0.483,0.38,8.82501239351841e-80
"NGLY1",8.60163280522215e-84,0.261183325286933,0.566,0.456,1.50838232872376e-79
"DOK2",8.94189982261849e-84,0.292243073319991,0.302,0.211,1.56805155289438e-79
"DOCK11",9.9376623379074e-84,0.312844577513666,0.61,0.512,1.74266846757544e-79
"CDKN1B",1.10372131247635e-83,0.276839334041713,0.493,0.384,1.93548569355852e-79
"BICDL1",1.61453935305323e-83,-0.315973493919634,0.096,0.183,2.83125620951415e-79
"S100Z",2.31714400840471e-83,0.367995256683049,0.211,0.13,4.06334373313851e-79
"HK2",3.13872304099118e-83,0.662754123789441,0.278,0.188,5.50406472468213e-79
"RIPOR2",6.85945415243438e-83,0.55383084656116,0.786,0.774,1.20287388017089e-78
"AMPD3",2.22335918511084e-82,0.410772660494458,0.357,0.259,3.89888266701037e-78
"NOTCH2",3.12118393606909e-82,0.334068264756977,0.567,0.491,5.47330815029076e-78
"ATP6V1B2",3.39774583299819e-82,0.304521296419256,0.44,0.344,5.95828709274563e-78
"CDYL2",4.70135167292109e-82,0.292483109628118,0.234,0.148,8.24429029363442e-78
"ACTN1",5.22504698293741e-82,0.288683524534223,0.299,0.205,9.16264238927905e-78
"RHOBTB3",6.43746560936881e-82,0.281332941469915,0.222,0.138,1.12887396925891e-77
"ZBTB38",9.58814105017083e-82,0.272244885756446,0.375,0.272,1.68137641455796e-77
"KLF12",1.04161440752389e-81,-0.785754907165814,0.582,0.692,1.8265750250339e-77
"DUSP2",1.17270340659224e-81,0.450845940991725,0.235,0.153,2.05645269380015e-77
"DTX1",1.83930876247367e-81,-0.276830104524627,0.09,0.176,3.22541184587383e-77
"LY9",2.2967510562391e-81,-0.265053628719236,0.193,0.293,4.02758265222089e-77
"PDE8A",6.16783484884762e-81,0.287618633508176,0.474,0.365,1.08159151909392e-76
"CASK",1.21580014610031e-80,-0.750469367575772,0.511,0.592,2.13202713620151e-76
"CAMK1D",1.70137040089192e-80,0.419323925263004,0.605,0.538,2.98352313500406e-76
"TRAF3IP3",1.91607778423838e-80,-0.404083988181453,0.499,0.579,3.36003400244042e-76
"MAN1C1",2.30428935741846e-80,-0.398476280431562,0.165,0.26,4.040801817169e-76
"KLRF1",2.87951870758246e-80,-0.43661841766736,0.094,0.181,5.04952400561659e-76
"GCLC",3.22929884878525e-80,0.441112258161831,0.307,0.219,5.66289846122982e-76
"ZSWIM6",8.43024031541337e-80,0.43128602645915,0.62,0.55,1.47832694171089e-75
"H2BC5",8.54973171811517e-80,0.72088426667221,0.177,0.106,1.49928095408868e-75
"VCL",1.35865235543972e-79,0.320300868970391,0.34,0.246,2.38253277049909e-75
"COL4A4",1.63360978168032e-79,-0.330267273824904,0.127,0.219,2.86469811315461e-75
"AOAH",1.64757439606813e-79,0.466165110579407,0.599,0.547,2.88918646094507e-75
"SNAP47",2.13688818874044e-79,0.263875071272914,0.182,0.108,3.74724712777523e-75
"PACSIN2",5.52245065517318e-79,0.338354900213488,0.596,0.503,9.68416946891169e-75
"PTAFR",1.10718753793518e-78,0.272715396311932,0.322,0.227,1.94156406652313e-74
"UBE2S",1.21292313998657e-78,0.288160901042994,0.285,0.193,2.12698201828045e-74
"FGFR1OP2",1.47833780594466e-78,0.254183321314944,0.543,0.434,2.59241317650456e-74
"ADGRE5",2.52082812632841e-78,0.393472095703318,0.674,0.59,4.42052420232949e-74
"NEDD9",7.11829165096884e-78,0.863963499225715,0.731,0.679,1.2482636239139e-73
"LYST",7.56302375723888e-78,0.508361377720508,0.644,0.585,1.32625184606941e-73
"SLC1A4",7.90443425385419e-78,0.421836451978606,0.247,0.167,1.38612159075587e-73
"DPYD",1.10314888147307e-77,0.554814150633647,0.803,0.767,1.93448187855117e-73
"IL1R2",1.10870617181404e-77,-0.326662242673498,0.131,0.227,1.94422714289309e-73
"CARD11",1.91088527124363e-77,-0.276199516054006,0.404,0.533,3.35092841165283e-73
"ARMC9",2.63849889282637e-77,0.366251103866842,0.195,0.119,4.62687165846033e-73
"HIVEP3",3.85936930249887e-77,0.312970561408559,0.427,0.328,6.76779000886201e-73
"FLNB",9.29426913852244e-77,0.258822326631261,0.164,0.094,1.6298430361313e-72
"RAPGEF5",1.14910212200534e-76,-0.499573034134941,0.085,0.166,2.01506548114856e-72
"PLEKHA5",3.22491109833957e-76,-0.339638270103638,0.181,0.281,5.65520410204827e-72
"MSI2",5.45951004327699e-76,0.786459429265076,0.578,0.504,9.57379681189053e-72
"DNAH17",7.68498820178166e-76,-0.485835202077596,0.05,0.118,1.34763953106443e-71
"SNTB1",1.92654229428545e-75,-0.476971280732106,0.304,0.412,3.37838456725896e-71
"ZHX2",2.03413867916665e-75,0.271028158134506,0.645,0.559,3.56706558778663e-71
"DPP4",3.54129704635058e-75,-0.276052017707798,0.115,0.202,6.21001850048037e-71
"CRYBG1",3.96991419798321e-75,0.33512616410661,0.476,0.391,6.96164153758335e-71
"CTBP2",5.03401850521317e-75,0.263982788021027,0.482,0.388,8.82765485074181e-71
"GLUL",7.59769490733929e-75,0.462753337437497,0.557,0.481,1.33233177895102e-70
"POLR1F",8.67636552817677e-75,0.315225897892613,0.293,0.201,1.52148745902108e-70
"NFIL3",1.02270882550961e-74,0.257384107226444,0.371,0.275,1.79342219641365e-70
"KLHL24",2.62911827539233e-74,0.288137033351403,0.49,0.395,4.61042180772798e-70
"RHOH",3.17604494316923e-74,0.428603299016907,0.635,0.568,5.56951241234156e-70
"GZMB",7.43859799017345e-74,1.17853019793024,0.276,0.201,1.30443254355682e-69
"RBMS3",7.65642353977021e-74,-0.397785718786763,0.062,0.133,1.3426304319341e-69
"ENSG00000188897",1.77092437282117e-73,-0.395513637785437,0.113,0.197,3.1054929801792e-69
"ANKRD28",2.93890455835616e-73,0.863988381256141,0.532,0.469,5.15366303353337e-69
"WDFY3",5.73737955710157e-73,0.294125124414468,0.391,0.299,1.00610687913333e-68
"TMEM263",6.2946305681341e-73,0.258356102342745,0.301,0.216,1.103826416428e-68
"DNAH14",7.84762973008109e-73,-0.264931135224444,0.093,0.174,1.37616034946702e-68
"SAMD12",1.20876719992126e-72,-0.489568072244863,0.308,0.432,2.11969416178193e-68
